0.137006 	 0.000000 	 -2.179025 	 0.000000 	 0.000000 	 0.000000 	 -0.280083 	 0.000000 
1.214648 	 2.445966 	 -0.768234 	 0.000000 	 0.000000 	 0.000000 	 -0.245685 	 0.000000 
4.254430 	 2.786901 	 -0.130068 	 0.000000 	 0.000000 	 0.000000 	 -0.204747 	 0.000000 
-4.805491 	 1.414694 	 -3.160934 	 0.000000 	 0.000000 	 0.000000 	 -0.187922 	 0.000000 
4.667231 	 -2.134526 	 0.705151 	 0.000000 	 0.000000 	 0.000000 	 -0.201440 	 0.000000 
1.347251 	 0.445547 	 0.896475 	 0.000000 	 0.000000 	 0.000000 	 -0.276009 	 0.000000 
-0.081765 	 5.514250 	 -2.432776 	 0.000000 	 0.000000 	 0.000000 	 -0.175043 	 0.000000 
-2.682859 	 -0.539033 	 4.245406 	 0.000000 	 0.000000 	 0.000000 	 -0.210336 	 0.000000 
1.754062 	 -4.395565 	 -3.770872 	 0.000000 	 0.000000 	 0.000000 	 -0.186395 	 0.000000 
-2.830177 	 -1.345141 	 -4.981379 	 0.000000 	 0.000000 	 0.000000 	 -0.197348 	 0.000000 
3.902854 	 -0.371625 	 -4.632022 	 0.000000 	 0.000000 	 0.000000 	 -0.176308 	 0.000000 
0.516216 	 -2.345131 	 -3.181450 	 0.000000 	 0.000000 	 0.000000 	 -0.230044 	 0.000000 
5.328636 	 0.667778 	 -1.346753 	 0.000000 	 0.000000 	 0.000000 	 -0.199164 	 0.000000 
-0.420601 	 -0.907446 	 0.585837 	 0.000000 	 0.000000 	 0.000000 	 -0.277090 	 0.000000 
-2.530969 	 -2.512169 	 -4.007759 	 0.000000 	 0.000000 	 0.000000 	 -0.199884 	 0.000000 
0.509634 	 -3.853297 	 -3.127776 	 0.000000 	 0.000000 	 0.000000 	 -0.214757 	 0.000000 
-5.195602 	 -0.310508 	 -2.060738 	 0.000000 	 0.000000 	 0.000000 	 -0.196835 	 0.000000 
-2.002414 	 2.207675 	 3.406808 	 0.000000 	 0.000000 	 0.000000 	 -0.226405 	 0.000000 
-5.020926 	 -0.803401 	 -0.741659 	 0.000000 	 0.000000 	 0.000000 	 -0.211235 	 0.000000 
-2.198534 	 -3.881515 	 -3.895057 	 0.000000 	 0.000000 	 0.000000 	 -0.185895 	 0.000000 
1.285908 	 -1.517045 	 1.270743 	 0.000000 	 0.000000 	 0.000000 	 -0.260227 	 0.000000 
2.526939 	 -0.536073 	 -0.907437 	 0.000000 	 0.000000 	 0.000000 	 -0.252210 	 0.000000 
-0.369100 	 2.875995 	 -4.708139 	 0.000000 	 0.000000 	 0.000000 	 -0.186777 	 0.000000 
1.921771 	 -4.839749 	 -0.373687 	 0.000000 	 0.000000 	 0.000000 	 -0.206950 	 0.000000 
-5.592464 	 -0.429638 	 0.985323 	 0.000000 	 0.000000 	 0.000000 	 -0.214355 	 0.000000 
4.256228 	 -4.437118 	 0.970630 	 0.000000 	 0.000000 	 0.000000 	 -0.176143 	 0.000000 
-1.730855 	 2.989422 	 -0.758036 	 0.000000 	 0.000000 	 0.000000 	 -0.239833 	 0.000000 
3.177464 	 2.692098 	 4.144093 	 0.000000 	 0.000000 	 0.000000 	 -0.175682 	 0.000000 
1.843123 	 -0.536892 	 2.638026 	 0.000000 	 0.000000 	 0.000000 	 -0.260599 	 0.000000 
-0.261840 	 -0.617679 	 -0.751591 	 0.000000 	 0.000000 	 0.000000 	 -0.283602 	 0.000000 
4.162369 	 0.013149 	 -3.238731 	 0.000000 	 0.000000 	 0.000000 	 -0.211957 	 0.000000 
-1.113916 	 1.114488 	 -4.618265 	 0.000000 	 0.000000 	 0.000000 	 -0.213564 	 0.000000 
0.910025 	 -4.030391 	 -0.480572 	 0.000000 	 0.000000 	 0.000000 	 -0.227030 	 0.000000 
3.422877 	 -4.508320 	 0.294425 	 0.000000 	 0.000000 	 0.000000 	 -0.188206 	 0.000000 
-0.412274 	 4.007867 	 2.773113 	 0.000000 	 0.000000 	 0.000000 	 -0.199205 	 0.000000 
1.842584 	 5.326791 	 -0.598822 	 0.000000 	 0.000000 	 0.000000 	 -0.193429 	 0.000000 
